Name,Score,Genres,Type,Episodes,Premiered,Studios,Rating,Members,Favorites
Pastel Memories,5.12,"Action, Sci-Fi, Adventure",TV,12,Winter 2019,Project No.9,PG-13 - Teens 13 or older,16416,15
Chihayafuru 3,8.52,"Game, Slice of Life, Sports, Drama, School, Josei",TV,24,Fall 2019,Madhouse,PG-13 - Teens 13 or older,88901,1186
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.86,"Comedy, Fantasy",TV,12,Fall 2019,Project No.9,PG-13 - Teens 13 or older,108903,299
Zoids Wild,6.29,"Action, Sci-Fi, Adventure, Comedy, Mecha",TV,50,Summer 2018,OLM,PG - Children,4919,15
Ahiru no Sora,7.35,"Comedy, Sports, Drama, School, Shounen",TV,50,Fall 2019,Diomedéa,PG-13 - Teens 13 or older,132093,678
Cinderella Girls Gekijou 3rd Season,6.53,"Comedy, Slice of Life",TV,13,Summer 2018,"Gathering, Lesprit",PG-13 - Teens 13 or older,5075,3
Sarazanmai,7.54,"Action, Supernatural, Fantasy",TV,11,Spring 2019,"MAPPA, Lapin Track",PG-13 - Teens 13 or older,96624,1100
Chara to Otamajakushi Shima,Unknown,"Adventure, Kids, Fantasy",TV,40,Spring 2018,33 Collective,G - All Ages,157,0
Tensei shitara Slime Datta Ken,8.07,"Fantasy, Shounen",TV,24,Fall 2018,8bit,PG-13 - Teens 13 or older,747190,13023
Wakaokami wa Shougakusei!,6.56,"Comedy, Slice of Life, Supernatural",TV,24,Spring 2018,"Madhouse, DLE",G - All Ages,5169,1
Carole & Tuesday,7.95,"Drama, Music, Sci-Fi",TV,24,Spring 2019,Bones,PG-13 - Teens 13 or older,227545,2320
Hyakuren no Haou to Seiyaku no Valkyria,5.75,"Fantasy, Harem",TV,12,Summer 2018,EMT Squared,PG-13 - Teens 13 or older,127112,267
Karakuri Circus (TV),7.09,"Action, Adventure, Mystery, Drama, Shounen",TV,36,Fall 2018,Studio VOLN,PG-13 - Teens 13 or older,80469,341
Ladyspo,4.18,"Action, Comedy, Sci-Fi",TV,12,Spring 2018,Brio Animation,PG-13 - Teens 13 or older,3101,2
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.38,"Comedy, Supernatural, Drama, Romance, School",TV,13,Fall 2018,CloverWorks,PG-13 - Teens 13 or older,940033,29642
Boogiepop wa Warawanai (2019),7.1,"Psychological, Mystery, Horror",TV,18,Winter 2019,Madhouse,R - 17+ (violence & profanity),167010,611
Kyoto Teramachi Sanjou no Holmes,6.75,"Drama, Mystery, Romance, Slice of Life",TV,12,Summer 2018,Seven,PG-13 - Teens 13 or older,44749,77
Lalala Lala-chan: Lala to Mainichi,Unknown,"Adventure, Kids, Fantasy",TV,12,Winter 2019,Unknown,PG - Children,198,0
Kishuku Gakkou no Juliet,7.47,"Action, Comedy, Romance, School, Shounen",TV,12,Fall 2018,LIDENFILMS,PG-13 - Teens 13 or older,216734,1392
Cardfight!! Vanguard (2018),6.76,"Action, Game, Shounen",TV,52,Spring 2018,OLM,PG-13 - Teens 13 or older,7611,45
Ongaku Shoujo (TV),5.96,"Music, Slice of Life",TV,12,Summer 2018,Studio Deen,PG-13 - Teens 13 or older,12816,22
Duel Masters!,5.92,"Action, Adventure, Comedy, Shounen",TV,51,Spring 2018,Ascension,PG-13 - Teens 13 or older,932,0
Muhyo to Rouji no Mahouritsu Soudan Jimusho,6.7,"Action, Mystery, Comedy, Supernatural, Drama, Shounen",TV,12,Summer 2018,Studio Deen,PG-13 - Teens 13 or older,40319,54
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",7.14,"Comedy, Drama, Mystery, Police",TV,23,Fall 2018,CloverWorks,PG-13 - Teens 13 or older,26528,94
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,8.86,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",TV,14,Summer 2018,Bandai Namco Pictures,PG-13 - Teens 13 or older,114591,938
Double Decker! Doug & Kirill,6.87,"Action, Sci-Fi, Comedy, Police",TV,13,Fall 2018,Sunrise,R - 17+ (violence & profanity),30830,82
Irozuku Sekai no Ashita kara,7.55,"Drama, Magic, Romance, School",TV,13,Fall 2018,P.A. Works,PG-13 - Teens 13 or older,225561,1622
W'z,5.54,"Action, Music",TV,13,Winter 2019,GoHands,PG-13 - Teens 13 or older,19992,36
Mob Psycho 100 II,8.84,"Action, Slice of Life, Comedy, Supernatural",TV,13,Winter 2019,Bones,PG-13 - Teens 13 or older,835688,20654
Happy Sugar Life,6.89,"Drama, Horror, Psychological, Shounen",TV,12,Summer 2018,Ezόla,R - 17+ (violence & profanity),186243,1916
Dororo,8.19,"Action, Adventure, Demons, Historical, Samurai, Shounen, Supernatural",TV,24,Winter 2019,"Tezuka Productions, MAPPA",R - 17+ (violence & profanity),688715,11155
Vinland Saga,8.71,"Action, Adventure, Drama, Historical, Seinen",TV,24,Summer 2019,Wit Studio,R - 17+ (violence & profanity),671949,17637
Pet,6.48,"Mystery, Psychological, Supernatural, Seinen",TV,13,Winter 2020,Geno Studio,R - 17+ (violence & profanity),74529,200
Babylon,6.81,"Mystery, Psychological, Thriller",TV,12,Fall 2019,Revoroot,R - 17+ (violence & profanity),104100,403
Hangyakusei Million Arthur,6.09,"Action, Adventure, Fantasy, Magic",TV,10,Fall 2018,J.C.Staff,PG-13 - Teens 13 or older,25596,36
Mannaka no Rikkun@Kin Tele,Unknown,"Comedy, Seinen",TV,12,Winter 2019,Sakura Create,G - All Ages,346,0
Akanesasu Shoujo,6.47,"Action, School, Sci-Fi",TV,12,Fall 2018,DandeLion Animation Studio,PG-13 - Teens 13 or older,29611,52
Sirius,7.04,"Action, Historical, Supernatural, Vampire",TV,12,Summer 2018,P.A. Works,R - 17+ (violence & profanity),167994,510
Senjuushi,4.93,"Action, Military",TV,12,Summer 2018,TMS Entertainment,PG-13 - Teens 13 or older,11397,22
Majutsushi Orphen Hagure Tabi,5.78,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy",TV,13,Winter 2020,Studio Deen,PG-13 - Teens 13 or older,48815,51
Planet With,7.23,"Action, Mecha, Sci-Fi",TV,12,Summer 2018,J.C.Staff,PG-13 - Teens 13 or older,48275,139
Tonari no Kyuuketsuki-san,7.1,"Comedy, Shoujo Ai, Slice of Life, Supernatural, Vampire",TV,12,Fall 2018,"Studio Gokumi, AXsiZ",PG-13 - Teens 13 or older,77129,258
Bakumatsu,5.77,"Action, Historical, Samurai",TV,12,Fall 2018,Studio Deen,PG-13 - Teens 13 or older,18680,24
Lapis Re:LiGHTs,6.63,"Music, Magic, Fantasy",TV,12,Summer 2020,Yokohama Animation Lab,PG-13 - Teens 13 or older,29145,122
Dakaretai Otoko 1-i ni Odosarete Imasu.,7.38,"Comedy, Drama, Romance, Shounen Ai",TV,13,Fall 2018,CloverWorks,PG-13 - Teens 13 or older,80055,1202
Phantom in the Twilight,6.41,"Action, Supernatural, Vampire",TV,12,Summer 2018,LIDENFILMS,PG-13 - Teens 13 or older,35355,73
Magatsu Wahrheit: Zuerst,6.6,"Action, Magic, Fantasy",TV,12,Fall 2020,Yokohama Animation Lab,Unknown,24870,51
Lord of Vermilion: Guren no Ou,5.35,"Action, Fantasy",TV,12,Summer 2018,"Asread, Tear Studio",PG-13 - Teens 13 or older,34392,31
Future Card Buddyfight Battsu: All-Star Fight,6.66,Game,TV,8,Spring 2018,"Xebec, OLM",PG - Children,1357,4
Hitoribocchi no Marumaru Seikatsu,7.51,"Comedy, School, Shounen, Slice of Life",TV,12,Spring 2019,C2C,PG-13 - Teens 13 or older,143738,929
Washimo 6th Season,Unknown,"Sci-Fi, Slice of Life, Comedy, Kids, School",TV,42,Spring 2018,Unknown,G - All Ages,130,0
Hataraku Onii-san! no 2!,6.4,"Comedy, Slice of Life",TV,11,Summer 2018,"Fanworks, Tomovies",G - All Ages,2690,7
Fate/Extra: Last Encore - Illustrias Tendousetsu,6.54,"Action, Fantasy, Magic",TV,3,Summer 2018,Shaft,R - 17+ (violence & profanity),46351,42
Caribadix 2nd Season,Unknown,"Music, Comedy",TV,39,Spring 2018,Unknown,PG - Children,231,0
Gakuen Basara,6.17,"Action, Comedy, School",TV,12,Fall 2018,Brain's Base,PG-13 - Teens 13 or older,14790,30
Shinya! Tensai Bakabon,6.01,"Slice of Life, Comedy",TV,12,Summer 2018,Pierrot Plus,G - All Ages,2801,3
Overlord III,7.95,"Action, Magic, Fantasy, Game, Supernatural",TV,13,Summer 2018,Madhouse,R - 17+ (violence & profanity),549484,4115
Pugpug,Unknown,Kids,TV,4,Spring 1998,Unknown,G - All Ages,82,0
Ukkari Pénélope (2017),Unknown,"Kids, Slice of Life",TV,13,Fall 2017,Unknown,G - All Ages,102,0
Shin Manga Naruhodo Monogatari,Unknown,Kids,TV,40,Spring 1988,Unknown,Unknown,111,0
Beelzebub-jou no Okinimesu mama.,7.26,"Comedy, Demons, Fantasy, Romance, Shounen",TV,12,Fall 2018,LIDENFILMS,PG-13 - Teens 13 or older,65531,245
Uchi no Maid ga Uzasugiru!,6.97,"Slice of Life, Comedy, Shoujo Ai",TV,12,Fall 2018,Doga Kobo,PG-13 - Teens 13 or older,88050,172
Future Card Shin Buddyfight,6.44,Game,TV,47,Summer 2018,"Xebec, OLM",PG - Children,1809,4
Isekai Cheat Magician,5.38,"Action, Adventure, Fantasy",TV,12,Summer 2019,Encourage Films,PG-13 - Teens 13 or older,191481,456
Ame-iro Cocoa: Side G,4.88,"Slice of Life, Comedy",TV,12,Winter 2019,EMT Squared,PG-13 - Teens 13 or older,7400,12
Turning Mecard R,Unknown,"Cars, Game, Kids, Mecha",TV,26,Fall 2017,Unknown,G - All Ages,196,0
Turning Mecard W: Vandyne-ui Bimil,Unknown,"Adventure, Cars, Game, Kids, Mecha",TV,6,Fall 2017,Unknown,PG - Children,192,0
Gonglyong Mecard,Unknown,"Game, Adventure, Cars, Kids, Mecha",TV,52,Fall 2017,Unknown,PG - Children,262,0
Aguu: Tensai Ningyou,5.48,"Action, Drama, Supernatural",TV,12,Summer 2018,Studio Deen,PG-13 - Teens 13 or older,5993,7
Pastel Life,6.6,"Music, Slice of Life",TV,6,Spring 2018,Studio A-CAT,PG-13 - Teens 13 or older,4708,6
Yakusoku no Neverland,8.65,"Sci-Fi, Mystery, Horror, Psychological, Thriller, Shounen",TV,12,Winter 2019,CloverWorks,R - 17+ (violence & profanity),1133952,32542
Okojo to Yamane,Unknown,"Slice of Life, Comedy",TV,26,Summer 2018,Unknown,G - All Ages,740,2
Yagate Kimi ni Naru,7.93,"Romance, School, Shoujo Ai",TV,13,Fall 2018,TROYCA,PG-13 - Teens 13 or older,193457,3626
Space Bug,Unknown,"Adventure, Space",TV,26,Summer 2018,"Studio W.Baba, P.I.C.S.",PG - Children,559,4
Chaechaepong Kimchi Pong,Unknown,"Adventure, Kids, Fantasy",TV,26,Summer 2002,Unknown,PG - Children,109,1
Tokyo Ghoul:re 2nd Season,6.33,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,Fall 2018,"Studio Pierrot, Pierrot Plus",R - 17+ (violence & profanity),471661,2242
Gunjou no Magmell,6.03,"Action, Adventure, Super Power, Fantasy, Shounen",TV,13,Spring 2019,Pierrot Plus,PG-13 - Teens 13 or older,99015,160
Conception,4.65,"Action, Adventure, Harem, Magic, Romance, Fantasy",TV,12,Fall 2018,Gonzo,PG-13 - Teens 13 or older,83897,148
BanG Dream! 2nd Season,7.59,Music,TV,13,Winter 2019,SANZIGEN,PG-13 - Teens 13 or older,27967,412
BanG Dream! 3rd Season,8.05,Music,TV,13,Winter 2020,SANZIGEN,PG-13 - Teens 13 or older,20753,413
BanG Dream! Garupa☆Pico,7.78,"Music, Comedy",TV,26,Summer 2018,"SANZIGEN, DMM.futureworks",PG-13 - Teens 13 or older,14919,124
Oshi ga Budoukan Ittekuretara Shinu,7.45,"Comedy, Music, Seinen, Shoujo Ai, Slice of Life",TV,12,Winter 2020,8bit,Unknown,28277,219
Yami Shibai 6,6.15,"Dementia, Horror, Supernatural",TV,13,Summer 2018,ILCA,PG-13 - Teens 13 or older,13685,7
Ueno-san wa Bukiyou,6.64,"Comedy, Romance, Seinen",TV,12,Winter 2019,Lesprit,PG-13 - Teens 13 or older,83605,165
Ani ni Tsukeru Kusuri wa Nai! 2,7.72,"Comedy, School, Slice of Life",TV,24,Summer 2018,"Fanworks, Imagineer",PG-13 - Teens 13 or older,30419,75
Nakanohito Genome [Jikkyouchuu],6.87,"Game, Comedy, Drama",TV,12,Summer 2019,SILVER LINK.,PG-13 - Teens 13 or older,84933,467
Nu Sheng Su She Ri Chang,Unknown,"Slice of Life, Comedy",TV,12,Fall 2016,Unknown,PG-13 - Teens 13 or older,131,0
Yatogame-chan Kansatsu Nikki,6.21,"Slice of Life, Comedy, School, Shounen",TV,12,Spring 2019,"Creators in Pack, Saetta",PG-13 - Teens 13 or older,22587,7
Naengjang-go Nala Cocomong,Unknown,Kids,TV,26,Spring 2008,Unknown,G - All Ages,91,0
Hello Cocomong,Unknown,"Kids, Music",TV,13,Winter 2010,Unknown,G - All Ages,100,0
Cocomong 2,Unknown,Kids,TV,26,Spring 2011,Unknown,G - All Ages,94,0
Hello Cocomong 2,Unknown,"Kids, Music",TV,13,Fall 2014,Unknown,G - All Ages,93,0
Cocomong 3,Unknown,Kids,TV,26,Spring 2015,Unknown,G - All Ages,92,0
Ice Kuritarou,Unknown,Kids,TV,49,Fall 2017,Unknown,G - All Ages,140,0
Shoumetsu Toshi,5.46,"Action, Adventure, Mystery, Drama, Fantasy",TV,12,Spring 2019,Madhouse,PG-13 - Teens 13 or older,53124,54
3D Kanojo: Real Girl 2nd Season,7.66,"Romance, School, Shoujo",TV,12,Winter 2019,Hoods Entertainment,PG-13 - Teens 13 or older,109424,837
Fukigen na Mononokean Tsuzuki,7.57,"Comedy, Demons, Supernatural",TV,13,Winter 2019,Pierrot Plus,PG-13 - Teens 13 or older,36172,122
IDOLiSH7: Second Beat!,8.15,Music,TV,15,Spring 2020,TROYCA,PG-13 - Teens 13 or older,15156,235
Mayonaka no Occult Koumuin,6.71,"Demons, Fantasy, Mystery, Shoujo, Supernatural",TV,12,Spring 2019,LIDENFILMS,PG-13 - Teens 13 or older,49445,91
Kaze ga Tsuyoku Fuiteiru,8.45,"Comedy, Sports, Drama",TV,23,Fall 2018,Production I.G,PG-13 - Teens 13 or older,196221,4163
Hoshiai no Sora,7.53,"Slice of Life, Sports, Drama, School",TV,12,Fall 2019,8bit,PG-13 - Teens 13 or older,106397,1231
Piano no Mori (TV) 2nd Season,7.4,"Comedy, Drama, Music, School, Seinen",TV,12,Winter 2019,Gaina,PG-13 - Teens 13 or older,32498,72
Zombieland Saga,7.52,"Comedy, Music, Supernatural",TV,12,Fall 2018,MAPPA,R - 17+ (violence & profanity),317337,2119
Mahou Shoujo Tokushusen Asuka,6.34,"Action, Drama, Magic, Military, Seinen",TV,12,Winter 2019,LIDENFILMS,R - 17+ (violence & profanity),62636,113
Domestic na Kanojo,6.77,"Drama, Romance, School, Shounen",TV,12,Winter 2019,Diomedéa,R+ - Mild Nudity,400598,3448
"Kumo Desu ga, Nani ka?",6.94,"Adventure, Comedy, Fantasy",TV,24,Winter 2021,Millepensee,PG-13 - Teens 13 or older,132114,834
Uchuu Senkan Tiramisù II,6.54,"Comedy, Mecha, Sci-Fi, Slice of Life, Space",TV,13,Fall 2018,Gonzo,PG-13 - Teens 13 or older,8008,4
Golden Kamuy 2nd Season,8.2,"Action, Adventure, Historical, Seinen",TV,12,Fall 2018,Geno Studio,R - 17+ (violence & profanity),112494,577
Gurazeni Season 2,6.74,"Comedy, Sports, Drama, Seinen",TV,12,Fall 2018,Studio Deen,PG-13 - Teens 13 or older,3796,3
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.61,"Action, Adventure, Shounen",TV,39,Fall 2018,David Production,R - 17+ (violence & profanity),542642,21884
Jingai-san no Yome,5.66,"Comedy, Romance, Fantasy, Josei",TV,12,Fall 2018,Saetta,PG-13 - Teens 13 or older,30384,64
Watashi ni Tenshi ga Maiorita!,7.36,"Slice of Life, Comedy, Shoujo Ai",TV,12,Winter 2019,Doga Kobo,PG-13 - Teens 13 or older,128398,1219
Girly Air Force,6.18,"Action, Sci-Fi",TV,12,Winter 2019,Satelight,PG-13 - Teens 13 or older,54255,144
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.43,"Comedy, Psychological, Romance, School, Seinen",TV,12,Winter 2019,A-1 Pictures,PG-13 - Teens 13 or older,925543,22277
Kimetsu no Yaiba,8.62,"Action, Demons, Historical, Shounen, Supernatural",TV,26,Spring 2019,ufotable,R - 17+ (violence & profanity),1423778,51725
Bungou Stray Dogs 3rd Season,8.17,"Action, Mystery, Seinen, Super Power, Supernatural",TV,12,Spring 2019,Bones,R - 17+ (violence & profanity),299019,2945
Strike Witches: 501 Butai Hasshin Shimasu!,6.48,"Military, Sci-Fi, Comedy, Shounen",TV,12,Spring 2019,"Acca effe, Giga Production",PG-13 - Teens 13 or older,13574,26
Strike Witches: Road to Berlin,7.32,"Action, Military, Sci-Fi, Magic, Ecchi",TV,12,Fall 2020,David Production,PG-13 - Teens 13 or older,15278,49
Hawaiian Conu,Unknown,"Slice of Life, Comedy",TV,13,Summer 2018,Magic Bus,Unknown,198,1
Re:Stage! Dream Days♪,6.69,"Music, School, Slice of Life",TV,12,Summer 2019,"Yumeta Company, Graphinica",PG-13 - Teens 13 or older,8117,38
Kaeru Ouji to Imomushi Henry,Unknown,"Comedy, Magic, Fantasy",TV,130,Summer 2018,Unknown,G - All Ages,254,1
Zannen na Ikimono Jiten,Unknown,"Comedy, Slice of Life",TV,10,Summer 2018,NHK Enterprises,PG - Children,277,0
Beatless Final Stage,6.81,"Action, Drama, Romance, Sci-Fi",TV,4,Summer 2018,Diomedéa,PG-13 - Teens 13 or older,26349,56
Endro~!,6.94,"Fantasy, Magic, Slice of Life",TV,12,Winter 2019,Studio Gokumi,PG-13 - Teens 13 or older,55889,140
Yi Kong Zhi Dian,Unknown,"Adventure, Kids, Sports",TV,40,Unknown,Unknown,G - All Ages,143,1
Kkoma Bus Tayo,Unknown,"Cars, Kids",TV,26,Summer 2010,Unknown,G - All Ages,178,0
Kkoma Bus Tayo 2,Unknown,"Cars, Kids",TV,26,Fall 2011,Unknown,G - All Ages,142,0
Kkoma Bus Tayo 3,Unknown,"Cars, Kids",TV,26,Winter 2014,Unknown,G - All Ages,134,0
Kkoma Bus Tayo 4,Unknown,"Cars, Kids",TV,26,Summer 2016,Unknown,G - All Ages,133,0
Titipo Titipo,Unknown,"Cars, Kids",TV,26,Winter 2018,Unknown,G - All Ages,133,0
Kono Oto Tomare!,7.87,"Drama, Music, Romance, School, Shounen",TV,13,Spring 2019,Platinum Vision,PG-13 - Teens 13 or older,143559,1168
Ken En Ken: Aoki Kagayaki,6.06,"Action, Adventure, Demons, Magic, Martial Arts, Fantasy",TV,13,Fall 2018,Studio Deen,PG-13 - Teens 13 or older,13576,17
Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.95,"Action, Supernatural, Magic, Fantasy",TV,21,Fall 2019,CloverWorks,PG-13 - Teens 13 or older,160369,1772
"Okoshiyasu, Chitose-chan",6.58,"Slice of Life, Comedy, Josei",TV,24,Fall 2018,Gathering,G - All Ages,4862,14
Hachigatsu no Cinderella Nine (TV),6.08,"School, Sports",TV,12,Spring 2019,TMS Entertainment,PG-13 - Teens 13 or older,20621,42
Chiro-wa Chingu-deul,Unknown,"Adventure, Kids",TV,52,Unknown,Unknown,G - All Ages,92,0
Zet Ranger,Unknown,"Action, Kids, Sci-Fi, Super Power",TV,26,Unknown,Unknown,G - All Ages,83,1
Kkaemo-ui Moheom,Unknown,Kids,TV,84,Unknown,Unknown,G - All Ages,76,0
Mix,7.25,"Drama, Romance, School, Shounen, Sports",TV,24,Spring 2019,OLM,PG-13 - Teens 13 or older,17153,51
5-toubun no Hanayome,7.59,"Harem, Comedy, Romance, School, Shounen",TV,12,Winter 2019,Tezuka Productions,PG-13 - Teens 13 or older,442930,6548
Zhu Zhu Xia: Da Nao Huang Gong,Unknown,"Sci-Fi, Super Power, Kids",TV,4,Unknown,Unknown,G - All Ages,109,0
Zhu Zhu Xia: Mo Huan Zhu Luo Ji,Unknown,"Sci-Fi, Super Power, Kids, Martial Arts",TV,20,Unknown,Unknown,G - All Ages,124,0
Zhu Zhu Xia: Wu Xia 2008,Unknown,"Sci-Fi, Historical, Sports, Super Power, Kids",TV,20,Unknown,Unknown,G - All Ages,121,0
Zhu Zhu Xia: Yong Chuang Weilai Cheng,Unknown,"Sci-Fi, Sports, Super Power, Kids, School",TV,40,Unknown,Unknown,G - All Ages,126,0
Bai Bian Zhu Zhu Xia,Unknown,"Sci-Fi, Super Power, Kids, Fantasy",TV,80,Summer 2009,Unknown,G - All Ages,143,1
Zhu Zhu Xia: Jimu Shijie de Tonghua,Unknown,"Sci-Fi, Super Power, Kids, Fantasy",TV,52,Unknown,Unknown,G - All Ages,132,0
Zhu Zhu Xia: Xingfu Jiuyuan Dui,Unknown,"Sci-Fi, Super Power, Kids",TV,52,Unknown,Unknown,G - All Ages,121,0
Zhu Zhu Xia: Bian Shen Xiao Ying Xiong,Unknown,"Sci-Fi, Super Power, Kids",TV,52,Unknown,Unknown,G - All Ages,116,0
Zhu Zhu Xia: Bian Shen Zhandu,Unknown,"Sci-Fi, Super Power, Kids, Martial Arts",TV,52,Unknown,Unknown,G - All Ages,122,0
Zhu Zhu Xia: Bai Bian Lian Meng,Unknown,"Sci-Fi, Super Power, Kids",TV,52,Winter 2015,Unknown,G - All Ages,124,0
Zhu Zhu Xia: Wu Ling Shou Wei Zhe,Unknown,"Sci-Fi, Super Power, Kids",TV,52,Fall 2015,Unknown,G - All Ages,121,0
Zhu Zhu Xia: Guang Ming Shou Wei Zhe,Unknown,"Kids, Sci-Fi, Super Power",TV,52,Spring 2016,Unknown,G - All Ages,117,0
Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,Unknown,"Sci-Fi, Super Power, Kids",TV,52,Fall 2016,Unknown,G - All Ages,118,0
Zhu Zhu Xia: Chao Xing Meng Chong,Unknown,"Sci-Fi, Super Power, Kids",TV,124,Spring 2017,Unknown,G - All Ages,123,0
Zhu Zhu Xia: Zhong Ji Jue Zhan - Qian Ye Pian,Unknown,"Sci-Fi, Super Power, Kids",TV,52,Summer 2015,Unknown,G - All Ages,115,0
Zhu Zhu Xia: Jing Qiu Xiao Yingxiong,Unknown,"Sci-Fi, Sports, Super Power, Kids",TV,104,Spring 2018,Unknown,G - All Ages,146,0
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.76,"Slice of Life, Comedy",TV,12,Winter 2019,Zero-G,PG-13 - Teens 13 or older,128888,881
Hoshi no Shima no Nyanko,Unknown,"Adventure, Slice of Life",TV,26,Fall 2018,Animation Planet,G - All Ages,328,1
Namu Amida Butsu!: Rendai Utena,6.07,Fantasy,TV,12,Spring 2019,Asahi Production,PG-13 - Teens 13 or older,11886,21
Circlet Princess,6,"Action, School, Sci-Fi, Sports",TV,12,Winter 2019,SILVER LINK.,PG-13 - Teens 13 or older,14014,23
Kabukichou Sherlock,6.91,"Mystery, Comedy, Drama",TV,24,Fall 2019,Production I.G,Unknown,67651,169
Rinshi!! Ekoda-chan,5.53,"Slice of Life, Comedy, Seinen",TV,11,Winter 2019,"Ascension, Creators in Pack, Zero-G",PG-13 - Teens 13 or older,8879,13
Malta no Bouken Season 3,Unknown,"Adventure, Kids",TV,12,Spring 2017,Unknown,G - All Ages,77,0
Malta no Bouken Season 2,Unknown,Kids,TV,12,Unknown,Unknown,G - All Ages,67,0
Bokutachi wa Benkyou ga Dekinai,7.33,"Harem, Comedy, Romance, School, Shounen",TV,13,Spring 2019,"Silver, Arvo Animation",PG-13 - Teens 13 or older,263544,1253
Bermuda Triangle: Colorful Pastrale,5.46,"Music, Fantasy",TV,12,Winter 2019,Seven Arcs Pictures,PG-13 - Teens 13 or older,6718,15
The iDOLM@STER SideM: Wake Atte Mini!,6.2,"Slice of Life, Comedy",TV,12,Fall 2018,Zero-G,PG-13 - Teens 13 or older,2693,6
"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",5.45,"Ecchi, Josei, Romance",TV,12,Fall 2018,Suiseisha,R+ - Mild Nudity,14459,77
Choukadou Girl ⅙,6,"Comedy, Romance, Seinen",TV,12,Spring 2019,Studio A-CAT,PG-13 - Teens 13 or older,13341,24
Inazuma Eleven: Orion no Kokuin,6.79,Sports,TV,49,Fall 2018,OLM,G - All Ages,15200,82
"Sono Toki, Kanojo wa.",5.67,"Drama, Romance",TV,12,Fall 2018,MASTER LIGHTS,PG-13 - Teens 13 or older,12915,6
Hashiri Tsuzukete Yokattatte.,6.43,"Drama, Slice of Life",TV,4,Fall 2018,Signal.MD,PG-13 - Teens 13 or older,9884,14
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),6.77,"Psychological, Drama, Magic, Thriller",TV,13,Winter 2020,Shaft,PG-13 - Teens 13 or older,107415,1000
Pingu in the City (2018),6.47,"Slice of Life, Comedy, Kids",TV,26,Fall 2018,Polygon Pictures,G - All Ages,8384,121
Hangyakusei Million Arthur 2nd Season,6.35,"Action, Adventure, Magic, Fantasy",TV,13,Spring 2019,J.C.Staff,PG-13 - Teens 13 or older,12648,12
Houkago Saikoro Club,6.72,"Game, Comedy, School, Shounen",TV,12,Fall 2019,LIDENFILMS,PG-13 - Teens 13 or older,34830,50
Devidol!,5.56,Comedy,TV,11,Fall 2018,Unknown,PG-13 - Teens 13 or older,1992,2
